student_uni_id,sprofileid,pcmciiid,coursecode,coursename,l_actual_conducted,t_actual_conducted,p_actual_conducted,s_actual_conducted,,l_attended,t_attended,p_attended,s_attended,,l_absent,t_absent,p_absent,s_absent,l_extra,t_extra,p_extra,s_extra,l_ambigous,t_ambigous,p_ambigous,s_ambigous,lc_considered,tc_considered,pc_considered,sc_considered,le_upper_considered,te_upper_considered,pe_upper_considered,se_upper_considered,l_after_e_considered,t_after_e_considered,p_after_e_considered,s_after_e_considered,attendance_percentage
2300090344,68980,69278,23CS2235F,COMPILER DESIGN,24,0,22,0,,24,0,22,0,,0,0,0,0,0,0,0,0,0,0,0,0,24,0,22,0,3,0,3,0,24,0,22,0,100
2300090141,66563,69278,23CS2235F,COMPILER DESIGN,22,0,20,0,,22,0,20,0,,0,0,0,0,0,0,0,0,0,0,0,0,22,0,20,0,3,0,2,0,22,0,20,0,100
2300090159,67257,69278,23CS2235F,COMPILER DESIGN,22,0,20,0,,22,0,20,0,,0,0,0,0,0,0,0,0,0,0,0,0,22,0,20,0,3,0,2,0,22,0,20,0,100
2300090064,67300,69278,23CS2235F,COMPILER DESIGN,22,0,20,0,,22,0,20,0,,0,0,0,0,0,0,0,0,0,0,0,0,22,0,20,0,3,0,2,0,22,0,20,0,100
2300090145,68637,69278,23CS2235F,COMPILER DESIGN,22,0,20,0,,22,0,20,0,,0,0,0,0,0,0,0,0,0,0,0,0,22,0,20,0,3,0,2,0,22,0,20,0,100
2300090028,64391,69278,23CS2235F,COMPILER DESIGN,22,0,20,0,,22,0,20,0,,0,0,0,0,0,0,0,0,0,0,0,0,22,0,20,0,3,0,2,0,22,0,20,0,100
2300090252,67596,69278,23CS2235F,COMPILER DESIGN,22,0,20,0,,22,0,18,0,,0,0,2,0,0,0,0,0,0,0,0,0,22,0,20,0,3,0,2,0,22,0,18,0,97
2300090207,67637,69278,23CS2235F,COMPILER DESIGN,24,0,22,0,,22,0,22,0,,2,0,0,0,0,0,0,0,0,0,0,0,24,0,22,0,3,0,3,0,22,0,22,0,95
2300090075,68816,69278,23CS2235F,COMPILER DESIGN,24,0,22,0,,22,0,22,0,,2,0,0,0,0,0,0,0,0,0,0,0,24,0,22,0,3,0,3,0,22,0,22,0,95
2300090150,67502,69278,23CS2235F,COMPILER DESIGN,24,0,22,0,,22,0,20,0,,2,0,2,0,0,0,0,0,0,0,0,0,24,0,22,0,3,0,3,0,22,0,20,0,92
2300090292,69464,69278,23CS2235F,COMPILER DESIGN,22,0,20,0,,20,0,18,0,,2,0,2,0,0,0,0,0,0,0,0,0,22,0,20,0,3,0,2,0,20,0,18,0,91
2300090371,70436,69278,23CS2235F,COMPILER DESIGN,24,0,22,0,,22,0,18,0,,2,0,4,0,0,0,0,0,0,0,0,0,24,0,22,0,3,0,3,0,22,0,18,0,89
2300090191,67918,69278,23CS2235F,COMPILER DESIGN,24,0,22,0,,16,0,16,0,,4,0,2,0,0,0,0,0,4,0,4,0,20,0,18,0,2,0,2,0,16,0,16,0,83
2300090032,64829,69989,23CS2237F,QUANTUM COMPUTING,24,0,20,0,,22,0,18,0,,2,0,2,0,0,0,0,0,0,0,0,0,24,0,20,0,3,0,2,0,22,0,18,0,92
2300090101,67817,69281,23CS2239F,SOFTWARE VERIFICATION & VALIDATION,22,0,24,0,,22,0,24,0,,0,0,0,0,0,0,0,0,0,0,0,0,22,0,24,0,3,0,3,0,22,0,24,0,100
2300090226,67935,69281,23CS2239F,SOFTWARE VERIFICATION & VALIDATION,22,0,24,0,,22,0,24,0,,0,0,0,0,0,0,0,0,0,0,0,0,22,0,24,0,3,0,3,0,22,0,24,0,100
2300090267,68793,69281,23CS2239F,SOFTWARE VERIFICATION & VALIDATION,24,0,24,0,,24,0,24,0,,0,0,0,0,0,0,0,0,0,0,0,0,24,0,24,0,3,0,3,0,24,0,24,0,100
2300090149,67363,69281,23CS2239F,SOFTWARE VERIFICATION & VALIDATION,24,0,22,0,,24,0,22,0,,0,0,0,0,0,0,0,0,0,0,0,0,24,0,22,0,3,0,3,0,24,0,22,0,100
2300090044,67261,69281,23CS2239F,SOFTWARE VERIFICATION & VALIDATION,24,0,24,0,,24,0,22,0,,0,0,2,0,0,0,0,0,0,0,0,0,24,0,24,0,3,0,3,0,24,0,22,0,98
2300090129,69401,69281,23CS2239F,SOFTWARE VERIFICATION & VALIDATION,24,0,22,0,,24,0,20,0,,0,0,2,0,0,0,0,0,0,0,0,0,24,0,22,0,3,0,3,0,24,0,20,0,98
2300090124,68457,69281,23CS2239F,SOFTWARE VERIFICATION & VALIDATION,22,0,24,0,,22,0,22,0,,0,0,2,0,0,0,0,0,0,0,0,0,22,0,24,0,3,0,3,0,22,0,22,0,98
2300090361,64584,69281,23CS2239F,SOFTWARE VERIFICATION & VALIDATION,24,0,22,0,,24,0,18,0,,0,0,4,0,0,0,0,0,0,0,0,0,24,0,22,0,3,0,3,0,24,0,18,0,95
2300090183,67745,69281,23CS2239F,SOFTWARE VERIFICATION & VALIDATION,24,0,22,0,,22,0,22,0,,2,0,0,0,0,0,0,0,0,0,0,0,24,0,22,0,3,0,3,0,22,0,22,0,95
2300090137,67431,69281,23CS2239F,SOFTWARE VERIFICATION & VALIDATION,24,0,22,0,,22,0,22,0,,2,0,0,0,0,0,0,0,0,0,0,0,24,0,22,0,3,0,3,0,22,0,22,0,95
2300090284,68165,69281,23CS2239F,SOFTWARE VERIFICATION & VALIDATION,24,0,22,0,,22,0,22,0,,2,0,0,0,0,0,0,0,0,0,0,0,24,0,22,0,3,0,3,0,22,0,22,0,95
2300090221,70177,69281,23CS2239F,SOFTWARE VERIFICATION & VALIDATION,24,0,22,0,,22,0,22,0,,2,0,0,0,0,0,0,0,0,0,0,0,24,0,22,0,3,0,3,0,22,0,22,0,95
2300090355,62748,69281,23CS2239F,SOFTWARE VERIFICATION & VALIDATION,22,0,24,0,,20,0,22,0,,2,0,2,0,0,0,0,0,0,0,0,0,22,0,24,0,3,0,3,0,20,0,22,0,92
2300090368,67943,69281,23CS2239F,SOFTWARE VERIFICATION & VALIDATION,22,0,24,0,,16,0,18,0,,2,0,2,0,0,0,0,0,4,0,4,0,18,0,20,0,2,0,2,0,16,0,18,0,90
2300090058,68975,69281,23CS2239F,SOFTWARE VERIFICATION & VALIDATION,22,0,24,0,,20,0,20,0,,2,0,4,0,0,0,0,0,0,0,0,0,22,0,24,0,3,0,3,0,20,0,20,0,89
2300090018,65747,69281,23CS2239F,SOFTWARE VERIFICATION & VALIDATION,24,0,24,0,,22,0,20,0,,2,0,4,0,0,0,0,0,0,0,0,0,24,0,24,0,3,0,3,0,22,0,20,0,89
2300090063,67934,69281,23CS2239F,SOFTWARE VERIFICATION & VALIDATION,24,0,24,0,,20,0,24,0,,4,0,0,0,0,0,0,0,0,0,0,0,24,0,24,0,3,0,3,0,20,0,24,0,89
2300090135,65776,69281,23CS2239F,SOFTWARE VERIFICATION & VALIDATION,22,0,24,0,,18,0,20,0,,4,0,4,0,0,0,0,0,0,0,0,0,22,0,24,0,3,0,3,0,18,0,20,0,83
2300090100,68451,69281,23CS2239F,SOFTWARE VERIFICATION & VALIDATION,24,0,24,0,,14,0,14,0,,10,0,10,0,0,0,0,0,0,0,0,0,24,0,24,0,3,0,3,0,14,0,14,0,59
2300090299,68695,69279,23CS2250F,HUMAN COMPUTER INTERACTION,20,10,0,0,,20,10,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,20,10,0,0,2,1,0,0,20,10,0,0,100
2300090277,69721,69279,23CS2250F,HUMAN COMPUTER INTERACTION,20,10,0,0,,20,10,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,20,10,0,0,2,1,0,0,20,10,0,0,100
2300090026,67273,69279,23CS2250F,HUMAN COMPUTER INTERACTION,20,10,0,0,,20,10,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,20,10,0,0,2,1,0,0,20,10,0,0,100
2400090129,79415,68826,23EC1202,DIGITAL DESIGN AND COMPUTER ARCHITECTURE,36,0,18,0,,24,0,13,0,,12,0,5,0,0,0,0,0,0,0,0,0,36,0,18,0,4,0,2,0,24,0,13,0,68
2400090286,84731,68826,23EC1202,DIGITAL DESIGN AND COMPUTER ARCHITECTURE,36,0,18,0,,21,0,13,0,,15,0,5,0,0,0,0,0,0,0,0,0,36,0,18,0,4,0,2,0,21,0,13,0,62
2300090393,63049,68520,23EC1202,DIGITAL DESIGN AND COMPUTER ARCHITECTURE,36,0,18,0,,27,0,15,0,,9,0,3,0,0,0,0,0,0,0,0,0,36,0,18,0,4,0,2,0,27,0,15,0,77
2300090341,67468,68500,23EC2210R,NETWORK PROTOCOLS AND SECURITY,23,0,14,0,,23,0,14,0,,0,0,0,0,0,0,0,0,0,0,0,0,23,0,14,0,3,0,2,0,23,0,14,0,100
2300090324,69400,68500,23EC2210R,NETWORK PROTOCOLS AND SECURITY,23,0,14,0,,22,0,13,0,,1,0,1,0,0,0,0,0,0,0,0,0,23,0,14,0,3,0,2,0,22,0,13,0,95
2300090127,67747,68500,23EC2210R,NETWORK PROTOCOLS AND SECURITY,23,0,14,0,,22,0,13,0,,1,0,1,0,0,0,0,0,0,0,0,0,23,0,14,0,3,0,2,0,22,0,13,0,95
2300090326,64659,68500,23EC2210R,NETWORK PROTOCOLS AND SECURITY,23,0,14,0,,22,0,13,0,,1,0,1,0,0,0,0,0,0,0,0,0,23,0,14,0,3,0,2,0,22,0,13,0,95
2300090009,67374,68500,23EC2210R,NETWORK PROTOCOLS AND SECURITY,23,0,14,0,,22,0,13,0,,1,0,1,0,0,0,0,0,0,0,0,0,23,0,14,0,3,0,2,0,22,0,13,0,95
2300090242,69453,68500,23EC2210R,NETWORK PROTOCOLS AND SECURITY,23,0,14,0,,21,0,14,0,,2,0,0,0,0,0,0,0,0,0,0,0,23,0,14,0,3,0,2,0,21,0,14,0,94
2300090385,70202,68500,23EC2210R,NETWORK PROTOCOLS AND SECURITY,23,0,14,0,,21,0,12,0,,2,0,2,0,0,0,0,0,0,0,0,0,23,0,14,0,3,0,2,0,21,0,12,0,90
2300090258,62957,69476,23EC2223F,FUNDAMENTALS OF ROBOTICS,18,0,18,0,,18,0,16,0,,0,0,2,0,0,0,0,0,0,0,0,0,18,0,18,0,2,0,2,0,18,0,16,0,97
2300090057,67616,69001,23EC2224F,DEEP NETWORK ARCHITECTURES,22,0,22,0,,22,0,22,0,,0,0,0,0,0,0,0,0,0,0,0,0,22,0,22,0,3,0,3,0,22,0,22,0,100
2300090376,68055,69001,23EC2224F,DEEP NETWORK ARCHITECTURES,22,0,22,0,,22,0,22,0,,0,0,0,0,0,0,0,0,0,0,0,0,22,0,22,0,3,0,3,0,22,0,22,0,100
2300090013,63943,69001,23EC2224F,DEEP NETWORK ARCHITECTURES,22,0,22,0,,22,0,22,0,,0,0,0,0,0,0,0,0,0,0,0,0,22,0,22,0,3,0,3,0,22,0,22,0,100
2300090055,62744,69001,23EC2224F,DEEP NETWORK ARCHITECTURES,22,0,22,0,,22,0,22,0,,0,0,0,0,0,0,0,0,0,0,0,0,22,0,22,0,3,0,3,0,22,0,22,0,100
2300090179,65121,69000,23EE2230F,ESSENTIALS OF AUTONOMOUS SYSTEMS,20,0,24,0,,20,0,24,0,,0,0,0,0,0,0,0,0,0,0,0,0,20,0,24,0,2,0,3,0,20,0,24,0,100
2300090399,70893,69000,23EE2230F,ESSENTIALS OF AUTONOMOUS SYSTEMS,24,0,22,0,,24,0,20,0,,0,0,2,0,0,0,0,0,0,0,0,0,24,0,22,0,3,0,3,0,24,0,20,0,98
2300090288,68320,69000,23EE2230F,ESSENTIALS OF AUTONOMOUS SYSTEMS,24,0,22,0,,22,0,20,0,,2,0,2,0,0,0,0,0,0,0,0,0,24,0,22,0,3,0,3,0,22,0,20,0,92
2300090289,68310,69000,23EE2230F,ESSENTIALS OF AUTONOMOUS SYSTEMS,24,0,22,0,,22,0,20,0,,2,0,2,0,0,0,0,0,0,0,0,0,24,0,22,0,3,0,3,0,22,0,20,0,92
2300090061,70515,69000,23EE2230F,ESSENTIALS OF AUTONOMOUS SYSTEMS,24,0,22,0,,20,0,22,0,,4,0,0,0,0,0,0,0,0,0,0,0,24,0,22,0,3,0,3,0,20,0,22,0,89
2300090044,67261,70196,23FL3055,GERMAN LANGUAGE,32,0,0,0,,32,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,4,0,0,0,32,0,0,0,100
2300090024,62575,70196,23FL3055,GERMAN LANGUAGE,32,0,0,0,,32,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,4,0,0,0,32,0,0,0,100
2300090107,68308,70196,23FL3055,GERMAN LANGUAGE,32,0,0,0,,30,0,0,0,,2,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,4,0,0,0,30,0,0,0,94
2300090063,67934,70196,23FL3055,GERMAN LANGUAGE,32,0,0,0,,29,0,0,0,,3,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,4,0,0,0,29,0,0,0,91
2300090018,65747,70196,23FL3055,GERMAN LANGUAGE,32,0,0,0,,29,0,0,0,,3,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,4,0,0,0,29,0,0,0,91
2300090064,67300,69964,23FL3058,JAPANESE LANGUAGE,38,0,0,0,,38,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,4,0,0,0,38,0,0,0,100
2300090230,67750,69964,23FL3058,JAPANESE LANGUAGE,32,0,0,0,,31,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,4,0,0,0,31,0,0,0,97
2300090201,67872,69964,23FL3058,JAPANESE LANGUAGE,32,0,0,0,,31,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,4,0,0,0,31,0,0,0,97
2300090269,67631,69964,23FL3058,JAPANESE LANGUAGE,38,0,0,0,,35,0,0,0,,3,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,4,0,0,0,35,0,0,0,93
2300090185,65675,69964,23FL3058,JAPANESE LANGUAGE,32,0,0,0,,29,0,0,0,,3,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,4,0,0,0,29,0,0,0,91
2300090001,67961,70535,23IE3041,#N/A,0,0,0,2,,0,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,100
2300060019,67845,70535,23IE3041,#N/A,0,0,0,2,,0,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,100
2300090002,67310,70535,23IE3041,#N/A,0,0,0,2,,0,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,100
2300090003,69501,70535,23IE3041,#N/A,0,0,0,2,,0,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,100
2300090004,67277,70535,23IE3041,#N/A,0,0,0,2,,0,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,100
2300090005,67589,70535,23IE3041,#N/A,0,0,0,2,,0,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,100
2300090006,67841,70535,23IE3041,#N/A,0,0,0,2,,0,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,100
2300090007,62658,70535,23IE3041,#N/A,0,0,0,2,,0,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,100
2300090008,64462,70535,23IE3041,#N/A,0,0,0,2,,0,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,100
2300090009,67374,70535,23IE3041,#N/A,0,0,0,2,,0,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,100
2300090010,67424,70535,23IE3041,#N/A,0,0,0,2,,0,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,100
2300090011,66582,70535,23IE3041,#N/A,0,0,0,2,,0,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,100
2300090012,69642,70535,23IE3041,#N/A,0,0,0,2,,0,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,100
2300090013,63943,70535,23IE3041,#N/A,0,0,0,2,,0,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,100
2300090014,64463,70535,23IE3041,#N/A,0,0,0,2,,0,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,100
2300090015,63640,70535,23IE3041,#N/A,0,0,0,2,,0,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,100
2300090016,63905,70535,23IE3041,#N/A,0,0,0,2,,0,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,100
2300090017,62797,70535,23IE3041,#N/A,0,0,0,2,,0,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,100
2300090018,65747,70535,23IE3041,#N/A,0,0,0,2,,0,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,100
2300090019,66493,70535,23IE3041,#N/A,0,0,0,2,,0,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,100
2300090020,68303,70535,23IE3041,#N/A,0,0,0,2,,0,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,100
2300090021,68981,70535,23IE3041,#N/A,0,0,0,2,,0,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,100
2300090022,62767,70535,23IE3041,#N/A,0,0,0,2,,0,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,100
2300090023,67296,70535,23IE3041,#N/A,0,0,0,2,,0,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,100
2300090024,62575,70535,23IE3041,#N/A,0,0,0,2,,0,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,100
2300090025,67600,70535,23IE3041,#N/A,0,0,0,2,,0,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,100
2300090026,67273,70535,23IE3041,#N/A,0,0,0,2,,0,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,100
2300090027,67247,70535,23IE3041,#N/A,0,0,0,2,,0,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,100
2300090028,64391,70535,23IE3041,#N/A,0,0,0,2,,0,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,100
2300090029,67527,70535,23IE3041,#N/A,0,0,0,2,,0,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,100
2300090030,67546,70535,23IE3041,#N/A,0,0,0,2,,0,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,100
2300090031,62794,70535,23IE3041,#N/A,0,0,0,2,,0,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,100
2300090032,64829,70535,23IE3041,#N/A,0,0,0,2,,0,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,100
2300090033,62656,70535,23IE3041,#N/A,0,0,0,2,,0,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,100
2300090034,70610,70535,23IE3041,#N/A,0,0,0,2,,0,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,100
2300090035,67533,70535,23IE3041,#N/A,0,0,0,2,,0,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,100
2300090036,69379,70535,23IE3041,#N/A,0,0,0,2,,0,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,100
2300090037,67614,70535,23IE3041,#N/A,0,0,0,2,,0,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,100
2300090038,67255,70535,23IE3041,#N/A,0,0,0,2,,0,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,100
2300090039,67595,70535,23IE3041,#N/A,0,0,0,2,,0,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,100
2300090040,66145,70535,23IE3041,#N/A,0,0,0,2,,0,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,100
2300090041,67966,70535,23IE3041,#N/A,0,0,0,2,,0,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,100
2300090042,63923,70535,23IE3041,#N/A,0,0,0,2,,0,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,100
2300090043,67514,70535,23IE3041,#N/A,0,0,0,2,,0,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,100
2300090044,67261,70535,23IE3041,#N/A,0,0,0,2,,0,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,100
2300090045,65383,70535,23IE3041,#N/A,0,0,0,2,,0,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,100
2300090046,70409,70535,23IE3041,#N/A,0,0,0,2,,0,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,100
2300090047,65699,70535,23IE3041,#N/A,0,0,0,2,,0,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,100
2300090048,68650,70535,23IE3041,#N/A,0,0,0,2,,0,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,100
2300090049,67629,70535,23IE3041,#N/A,0,0,0,2,,0,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,100
2300090050,67517,70535,23IE3041,#N/A,0,0,0,2,,0,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,100
2300090051,67610,70535,23IE3041,#N/A,0,0,0,2,,0,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,100
2300090053,67708,70535,23IE3041,#N/A,0,0,0,2,,0,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,100
2300090054,67199,70535,23IE3041,#N/A,0,0,0,2,,0,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,100
2300090055,62744,70535,23IE3041,#N/A,0,0,0,2,,0,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,100
2300090057,67616,70535,23IE3041,#N/A,0,0,0,2,,0,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,100
2300090058,68975,70535,23IE3041,#N/A,0,0,0,2,,0,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,100
2300090059,64598,70535,23IE3041,#N/A,0,0,0,2,,0,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,100
2300090060,62539,70535,23IE3041,#N/A,0,0,0,2,,0,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,100
2300090061,70515,70535,23IE3041,#N/A,0,0,0,2,,0,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,100
2300090062,64475,70535,23IE3041,#N/A,0,0,0,2,,0,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,100
2300090063,67934,70535,23IE3041,#N/A,0,0,0,2,,0,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,100
2300090064,67300,70535,23IE3041,#N/A,0,0,0,2,,0,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,100
2300090065,67397,70535,23IE3041,#N/A,0,0,0,2,,0,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,100
2300090066,70913,70535,23IE3041,#N/A,0,0,0,2,,0,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,100
2300090067,67584,70535,23IE3041,#N/A,0,0,0,2,,0,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,100
2300090068,66166,70535,23IE3041,#N/A,0,0,0,2,,0,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,100
2300090069,62589,70535,23IE3041,#N/A,0,0,0,2,,0,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,100
2300090070,70871,70535,23IE3041,#N/A,0,0,0,2,,0,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,100
2300090071,67531,70535,23IE3041,#N/A,0,0,0,2,,0,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,100
2300090072,67289,70535,23IE3041,#N/A,0,0,0,2,,0,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,100
2300090073,63417,70535,23IE3041,#N/A,0,0,0,2,,0,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,100
2300090074,68409,70535,23IE3041,#N/A,0,0,0,2,,0,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,100
2300090075,68816,70535,23IE3041,#N/A,0,0,0,2,,0,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,100
2300090076,67263,70535,23IE3041,#N/A,0,0,0,2,,0,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,100
2300090077,67329,70535,23IE3041,#N/A,0,0,0,2,,0,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,100
